Name,Yr,Team,G,AB,PA,H_b,1B,2B,3B,HR_b,R_b,RBI,BB_b,IBB_b,SO_b,BB%,K%,BB/K,BABIP_b,HBP_b,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,W,L,GS,CG,IP,H_p,HR_p,BB_p,SO_p,R_p,SV,BS,BK,ER,HBP_p,HLD,IBB_p,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP_p,FIP,WHIP,Contract Yrs,Total Salary($),Avg Salary($)
Juan Uribe,2014,Dodgers,103,386.0,404.0,120.0,88.0,23.0,0.0,9.0,36.0,54.0,15.0,2.0,77.0,3.7,19.1,0.19,0.368,1.0,2.0,0.0,15.0,0.0,1.0,14.1,0.13,0.34,9.4,0.311,0.337,0.44,0.777,3.7,122.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15000000.0,7500000.0
Justin Morneau,2014,Rockies,135,502.0,550.0,160.0,108.0,32.0,3.0,17.0,62.0,82.0,34.0,4.0,60.0,6.2,10.9,0.57,0.33,6.0,8.0,0.0,7.0,0.0,3.0,-3.3,0.177,0.373,26.5,0.319,0.364,0.496,0.86,2.6,122.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12500000.0,6250000.0
Justin Turner,2014,Dodgers,109,288.0,322.0,98.0,69.0,21.0,1.0,7.0,46.0,43.0,28.0,1.0,58.0,8.7,18.0,0.48,0.404,4.0,2.0,0.0,6.0,6.0,1.0,-1.9,0.153,0.394,20.8,0.34,0.404,0.493,0.897,3.2,158.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1000000.0
Kelly Johnson,2014,Yankees,106,265.0,297.0,57.0,34.0,14.0,2.0,7.0,29.0,27.0,29.0,0.0,71.0,9.8,23.9,0.41,0.266,2.0,1.0,0.0,3.0,2.0,2.0,-0.8,0.147,0.29600000000000004,-3.2,0.215,0.29600000000000004,0.362,0.659,0.6,87.0,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000000.0,3000000.0
Kurt Suzuki,2014,Twins,131,452.0,503.0,130.0,93.0,34.0,0.0,3.0,37.0,61.0,34.0,0.0,46.0,6.8,9.1,0.74,0.31,9.0,7.0,1.0,9.0,0.0,1.0,4.2,0.095,0.324,5.6,0.28800000000000003,0.345,0.383,0.727,2.0,106.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2750000.0,2750000.0
LaTroy Hawkins,2014,Rockies,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.84,4.0,3.0,0.0,0.0,54.1,52.0,3.0,13.0,32.0,23.0,23.0,3.0,0.0,20.0,0.0,1.0,2.0,0.0,226.0,3.0,0.5,2.15,5.3,2.46,8.4,46.7,5.4,69.1,3.31,0.275,3.39,1.2,1.0,2250000.0,2250000.0
Lyle Overbay,2014,Brewers,121,258.0,296.0,60.0,42.0,14.0,0.0,4.0,24.0,35.0,36.0,2.0,60.0,12.2,20.3,0.6,0.287,1.0,1.0,0.0,8.0,2.0,0.0,-7.4,0.101,0.3,-2.3,0.233,0.328,0.333,0.6609999999999999,-0.3,86.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000.0,1500000.0
Manny Parra,2014,Reds,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.23,0.0,3.0,0.0,0.0,36.2,39.0,4.0,18.0,34.0,20.0,1.0,1.0,0.0,19.0,1.0,16.0,1.0,0.0,164.0,2.0,0.98,4.42,8.35,1.89,9.8,51.5,14.8,72.5,4.66,0.327,4.25,1.55,2.0,5500000.0,2750000.0
Mark Ellis,2014,Cardinals,73,178.0,202.0,32.0,26.0,6.0,0.0,0.0,15.0,12.0,14.0,3.0,38.0,6.9,18.8,0.37,0.225,4.0,2.0,4.0,0.0,4.0,1.0,4.5,0.034,0.212,-15.2,0.18,0.253,0.213,0.466,-0.3,30.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5250000.0,5250000.0
Mark Reynolds,2014,Brewers,130,378.0,433.0,74.0,43.0,9.0,0.0,22.0,47.0,45.0,47.0,3.0,122.0,10.9,28.2,0.39,0.218,3.0,4.0,1.0,8.0,5.0,1.0,7.1,0.198,0.302,-2.8,0.196,0.287,0.394,0.6809999999999999,1.6,87.0,-1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000000.0,2000000.0
Marlon Byrd,2014,Phillies,154,591.0,637.0,156.0,101.0,28.0,2.0,25.0,71.0,85.0,35.0,7.0,185.0,5.5,29.0,0.19,0.341,8.0,3.0,0.0,6.0,3.0,2.0,-3.2,0.181,0.33,9.6,0.264,0.312,0.445,0.757,2.3,110.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16000000.0,8000000.0
Matt Albers,2014,Astros,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.0,0.0,10.0,10.0,0.0,3.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,42.0,0.0,0.0,2.7,7.2,2.67,11.9,53.3,0.0,92.9,0.9,0.333,2.73,1.3,1.0,2450000.0,2450000.0
Matt Garza,2014,Brewers,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.28,8.0,8.0,27.0,1.0,163.1,143.0,12.0,50.0,126.0,77.0,0.0,0.0,1.0,66.0,4.0,0.0,2.0,1.0,680.0,3.0,0.66,2.76,6.94,2.52,11.2,43.3,7.0,66.6,3.64,0.268,3.54,1.18,4.0,50000000.0,12500000.0
Matt Guerrier,2014,Twins,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.0,0.0,0.0,28.0,30.0,1.0,10.0,12.0,12.0,0.0,1.0,0.0,12.0,1.0,3.0,3.0,0.0,124.0,3.0,0.32,3.21,3.86,1.2,1.6,40.0,2.5,73.2,3.86,0.29,3.92,1.43,1.0,1000000.0,1000000.0
Matt Thornton,2014,Yankees,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,-0.4,1.0,3.0,0.0,0.0,36.0,33.0,0.0,8.0,28.0,9.0,0.0,4.0,0.0,7.0,5.0,18.0,2.0,0.0,152.0,0.0,0.0,2.0,7.0,3.5,13.2,56.0,0.0,80.4,1.75,0.297,2.66,1.14,2.0,7000000.0,3500000.0
Mike Napoli,2014,Red Sox,119,415.0,500.0,103.0,66.0,20.0,0.0,17.0,49.0,55.0,78.0,3.0,133.0,15.6,26.6,0.59,0.321,4.0,3.0,0.0,12.0,3.0,2.0,-4.0,0.171,0.353,16.4,0.248,0.37,0.419,0.789,2.4,123.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32000000.0,16000000.0
Mike Pelfrey,2014,Twins,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,-1.44,0.0,3.0,5.0,0.0,23.2,29.0,5.0,18.0,10.0,23.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,119.0,1.0,1.9,6.85,3.8,0.56,-6.7,43.7,15.2,61.9,7.99,0.28600000000000003,7.57,1.99,2.0,11000000.0,5500000.0
Nate McLouth,2014,Nationals,79,139.0,162.0,24.0,17.0,6.0,0.0,1.0,10.0,7.0,16.0,1.0,35.0,9.9,21.6,0.46,0.221,5.0,1.0,1.0,0.0,4.0,1.0,-2.6,0.065,0.243,-8.3,0.173,0.28,0.237,0.517,-0.5,50.0,-0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10750000.0,5375000.0
Nelson Cruz,2014,Orioles,159,613.0,678.0,166.0,92.0,32.0,2.0,40.0,87.0,108.0,55.0,8.0,140.0,8.1,20.6,0.39,0.28800000000000003,5.0,5.0,0.0,17.0,4.0,5.0,-11.2,0.254,0.37,31.1,0.271,0.333,0.525,0.8590000000000001,3.7,137.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8000000.0,8000000.0
Nick Punto,2014,Athletics,73,198.0,224.0,41.0,30.0,7.0,2.0,2.0,21.0,14.0,25.0,0.0,56.0,11.2,25.0,0.45,0.279,0.0,0.0,1.0,5.0,3.0,1.0,2.0,0.086,0.271,-6.6,0.207,0.29600000000000004,0.293,0.589,0.2,74.0,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000000.0,3000000.0
Oliver Perez,2014,Diamondbacks,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.32,3.0,4.0,0.0,0.0,58.2,50.0,5.0,24.0,76.0,25.0,0.0,1.0,3.0,19.0,7.0,15.0,2.0,0.0,256.0,3.0,0.77,3.68,11.66,3.17,20.3,44.4,10.2,75.7,2.91,0.313,3.23,1.26,2.0,4250000.0,2125000.0
Omar Infante,2014,Royals,135,528.0,575.0,133.0,103.0,21.0,3.0,6.0,50.0,66.0,33.0,3.0,68.0,5.7,11.8,0.49,0.275,2.0,7.0,5.0,7.0,9.0,3.0,-0.4,0.085,0.28,-13.4,0.252,0.295,0.337,0.632,0.4,74.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30250000.0,7562500.0
Pat Neshek,2014,Cardinals,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,2.39,7.0,2.0,0.0,0.0,67.1,44.0,4.0,9.0,68.0,14.0,6.0,4.0,0.0,14.0,2.0,25.0,2.0,0.0,255.0,1.0,0.53,1.2,9.09,7.56,23.1,34.7,4.3,83.0,1.87,0.233,2.37,0.79,1.0,1000000.0,1000000.0
Paul Konerko,2014,White Sox,81,208.0,224.0,43.0,30.0,8.0,0.0,5.0,15.0,22.0,10.0,0.0,51.0,4.5,22.8,0.2,0.247,4.0,2.0,0.0,7.0,0.0,0.0,-5.9,0.111,0.257,-9.2,0.207,0.254,0.317,0.5720000000000001,-1.2,59.0,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2500000.0,2500000.0
Paul Maholm,2014,Dodgers,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,-0.73,1.0,5.0,8.0,0.0,70.2,82.0,8.0,28.0,34.0,44.0,0.0,0.0,1.0,38.0,3.0,0.0,3.0,0.0,311.0,2.0,1.02,3.57,4.33,1.21,1.9,54.4,12.9,67.8,4.84,0.311,4.96,1.56,1.0,1500000.0,1500000.0
Phil Hughes,2014,Twins,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,1.45,16.0,10.0,32.0,1.0,209.2,221.0,16.0,16.0,186.0,88.0,0.0,0.0,0.0,82.0,5.0,0.0,1.0,0.0,855.0,1.0,0.69,0.69,7.98,11.63,19.9,36.3,6.2,70.1,3.52,0.324,2.65,1.13,3.0,24000000.0,8000000.0
Rajai Davis,2014,Tigers,134,461.0,494.0,130.0,93.0,27.0,2.0,8.0,64.0,51.0,22.0,0.0,75.0,4.5,15.2,0.29,0.32,5.0,3.0,3.0,7.0,36.0,11.0,-11.0,0.119,0.319,3.4,0.282,0.32,0.401,0.721,1.4,103.0,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000.0,5000000.0
Ramon Santiago,2014,Reds,75,179.0,214.0,44.0,34.0,8.0,0.0,2.0,20.0,17.0,24.0,0.0,38.0,11.2,17.8,0.63,0.3,3.0,1.0,7.0,1.0,2.0,1.0,1.8,0.078,0.307,-0.5,0.246,0.343,0.324,0.667,0.7,92.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000.0,1100000.0
Raul Ibanez,2014,Angels,90,246.0,280.0,41.0,25.0,8.0,3.0,5.0,23.0,26.0,33.0,0.0,59.0,11.8,21.1,0.56,0.197,0.0,1.0,0.0,2.0,3.0,2.0,-3.3,0.118,0.253,-12.2,0.16699999999999998,0.264,0.285,0.5489999999999999,-0.9,60.0,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2750000.0,2750000.0
Reed Johnson,2014,Marlins,113,187.0,201.0,44.0,27.0,15.0,0.0,2.0,24.0,25.0,1.0,0.0,37.0,0.5,18.4,0.03,0.278,8.0,3.0,2.0,4.0,0.0,1.0,-5.8,0.112,0.272,-5.9,0.235,0.266,0.348,0.614,-0.7,71.0,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1000000.0
Rich Hill,2014,Red Sox,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.07,0.0,0.0,0.0,0.0,5.1,7.0,0.0,6.0,9.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,29.0,1.0,0.0,10.13,15.19,1.5,10.3,38.5,0.0,85.7,3.38,0.5379999999999999,3.69,2.44,1.0,840000.0,840000.0
Ricky Nolasco,2014,Twins,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.29,6.0,12.0,27.0,1.0,159.0,203.0,22.0,38.0,115.0,96.0,0.0,0.0,0.0,95.0,5.0,0.0,1.0,0.0,695.0,5.0,1.25,2.15,6.51,3.03,11.1,41.8,11.6,69.7,5.38,0.35100000000000003,4.3,1.52,4.0,49000000.0,12250000.0
Robinson Cano,2014,Mariners,157,595.0,665.0,187.0,134.0,37.0,2.0,14.0,77.0,82.0,61.0,20.0,68.0,9.2,10.2,0.9,0.335,6.0,3.0,0.0,19.0,10.0,3.0,-2.4,0.139,0.361,25.9,0.314,0.382,0.454,0.836,5.2,137.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,240000000.0,24000000.0
Ronald Belisario,2014,White Sox,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-1.59,4.0,8.0,0.0,0.0,66.1,78.0,4.0,18.0,47.0,46.0,8.0,4.0,0.0,41.0,5.0,12.0,7.0,0.0,292.0,2.0,0.54,2.44,6.38,2.61,9.9,59.3,8.0,57.7,5.56,0.339,3.54,1.45,1.0,3000000.0,3000000.0
Ryan Kalish,2014,Cubs,57,121.0,130.0,30.0,22.0,4.0,4.0,0.0,13.0,5.0,8.0,1.0,28.0,6.2,21.5,0.29,0.32299999999999995,0.0,0.0,1.0,3.0,3.0,2.0,-7.5,0.099,0.282,-2.8,0.248,0.295,0.34700000000000003,0.642,-0.8,77.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550000.0,550000.0
Ryan Vogelsong,2014,Giants,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,-1.07,8.0,13.0,32.0,1.0,184.2,178.0,18.0,58.0,151.0,86.0,0.0,0.0,0.0,82.0,9.0,0.0,2.0,0.0,780.0,2.0,0.88,2.83,7.36,2.6,11.9,38.4,8.8,72.3,4.0,0.294,3.85,1.28,1.0,5000000.0,5000000.0
Ryan Webb,2014,Orioles,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.84,3.0,3.0,0.0,0.0,49.1,50.0,2.0,12.0,37.0,21.0,0.0,0.0,1.0,21.0,1.0,11.0,2.0,0.0,207.0,1.0,0.36,2.19,6.75,3.08,12.1,48.7,4.5,69.8,3.83,0.31,2.95,1.26,2.0,4500000.0,2250000.0
Sam Fuld,2014,Twins,113,351.0,402.0,84.0,60.0,16.0,4.0,4.0,40.0,36.0,43.0,2.0,63.0,10.7,15.7,0.68,0.28,0.0,2.0,6.0,2.0,21.0,4.0,13.7,0.103,0.298,-3.7,0.239,0.321,0.342,0.6629999999999999,2.9,90.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800000.0,800000.0
Scott Atchison,2014,Indians,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,2.36,6.0,0.0,0.0,0.0,72.0,60.0,4.0,14.0,49.0,24.0,2.0,5.0,0.0,22.0,0.0,14.0,4.0,0.0,280.0,1.0,0.5,1.75,6.13,3.5,12.5,58.8,8.2,73.1,2.75,0.263,3.08,1.03,1.0,800000.0,800000.0
Scott Baker,2014,Rangers,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31,3.0,4.0,8.0,0.0,80.2,82.0,15.0,14.0,55.0,49.0,0.0,0.0,0.0,49.0,2.0,0.0,3.0,0.0,332.0,0.0,1.67,1.56,6.14,3.93,12.4,25.3,11.5,63.6,5.47,0.272,4.78,1.19,1.0,1000000.0,1000000.0
Scott Downs,2014,White Sox,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.46,0.0,4.0,0.0,0.0,38.0,36.0,2.0,20.0,25.0,24.0,1.0,1.0,0.0,21.0,0.0,7.0,2.0,0.0,165.0,1.0,0.47,4.74,5.92,1.25,3.0,62.2,6.7,60.2,4.97,0.28800000000000003,4.08,1.47,1.0,4000000.0,4000000.0
Scott Feldman,2014,Astros,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.57,8.0,12.0,29.0,2.0,180.1,185.0,16.0,50.0,107.0,86.0,0.0,0.0,1.0,75.0,11.0,0.0,5.0,1.0,765.0,6.0,0.8,2.5,5.34,2.14,7.5,46.9,8.9,71.6,3.74,0.29100000000000004,4.11,1.3,3.0,30000000.0,10000000.0
Scott Kazmir,2014,Athletics,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.19,15.0,9.0,32.0,2.0,190.1,171.0,16.0,50.0,164.0,81.0,0.0,0.0,1.0,75.0,4.0,0.0,1.0,0.0,777.0,9.0,0.76,2.36,7.75,3.28,14.7,43.8,7.8,71.1,3.55,0.285,3.35,1.16,2.0,22000000.0,11000000.0
Shin-Soo Choo,2014,Rangers,123,455.0,529.0,110.0,77.0,19.0,1.0,13.0,58.0,40.0,58.0,3.0,131.0,11.0,24.8,0.44,0.308,12.0,4.0,0.0,9.0,3.0,4.0,-16.7,0.132,0.321,4.6,0.242,0.34,0.374,0.7140000000000001,0.2,101.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,130000000.0,18571428.57142857
Skip Schumaker,2014,Reds,83,247.0,271.0,58.0,44.0,12.0,0.0,2.0,22.0,22.0,18.0,0.0,50.0,6.6,18.5,0.36,0.284,1.0,2.0,3.0,3.0,2.0,1.0,-9.5,0.073,0.269,-8.6,0.235,0.287,0.308,0.595,-1.2,66.0,-1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5000000.0,2500000.0
